Date,Step Count,Distance (km),Calories Burned
2020-01-21,17078,7725.199122,5962.86
2020-01-22,10749,4907.256230000001,3159.62
2020-01-23,13017,6007.791601999999,5168.82
2020-01-24,3254,1530.28417,0.0
2020-01-25,2194,981.5275250000001,700.68
2020-01-26,9829,4459.777096999999,4246.86
2020-01-27,17483,7220.581113999997,3886.46
2020-01-28,3946,1780.22461,63.09
2020-01-29,13520,6195.249714999998,5040.32
2020-01-30,6882,3157.9706949999986,1850.76
2020-01-31,6932,3139.172969999999,3251.44
2020-02-01,11139,5042.549836,3488.9800000000005
2020-02-02,1437,634.55477,17.76
2020-02-03,16631,7610.491805999999,6090.370000000001
2020-02-04,6956,3165.356909999999,2377.86
2020-02-05,3719,1689.6083899999996,31.200000000000003
2020-02-06,15519,7208.620990000003,5771.17
2020-02-07,17364,8043.314581,6623.71
2020-02-08,17265,7781.536170999999,5378.9
2020-02-09,13489,6123.802539999996,5408.17
2020-02-10,13521,6223.834281000001,4913.38
2020-02-11,9812,4496.18234,3420.17
2020-02-12,18222,8253.420390000001,5868.869999999999
2020-02-13,13630,6276.527866000001,5078.0
2020-02-14,7422,3397.611641000001,3200.46
2020-02-15,15943,7158.72681,4665.5599999999995
2020-02-16,8958,4102.05085,3765.67
2020-02-17,23636,10656.452966000006,7465.0
2020-02-18,2865,1246.2340400000003,164.62599999999998
2020-02-19,19371,8809.039386,6641.47
2020-02-20,15515,7120.632100000002,6102.469999999999
2020-02-21,19124,8734.435936000003,7431.08
2020-02-22,12763,5794.256740000001,3896.49
2020-02-23,4563,3143.9238199999995,2242.71
2020-02-24,9627,4447.863504999999,4470.78
2020-02-25,16653,7598.874826999999,5707.8099999999995
2020-02-26,14857,6666.0939960099995,5853.099999999999
2020-02-27,16633,7739.889152000001,6041.01
2020-02-28,20042,9372.298361999996,7732.150000000001
2020-02-29,15713,7167.219459999998,6683.99
2020-03-01,8419,3798.5611199999994,3267.62
2020-03-02,16229,7850.165436000001,5828.08
2020-03-03,5545,2418.36059,13.69
2020-03-04,17207,7954.978902000001,6319.17
2020-03-05,14183,6649.094205000001,5595.0199999999995
2020-03-06,17966,8310.760407,7238.630000000001
2020-03-07,36010,16318.098321999996,9303.66
2020-03-08,9402,4376.8174199999985,3728.54
2020-03-09,15623,7201.482005999997,5847.5599999999995
2020-03-10,8228,3791.9305910000007,3032.41
2020-03-11,12299,5689.567170999999,4767.5599999999995
2020-03-12,21709,9949.976562,6813.7699999999995
2020-03-13,2607,1242.21318,91.67
2020-03-14,6589,2916.610460000001,1234.54
2020-03-15,3467,1618.6175210000001,1564.77
2020-03-16,1479,657.2971399999999,0.0
2020-03-17,1844,804.7742300000001,0.0
2020-03-18,3466,1552.6752500000002,0.0
2020-03-19,206,90.53831000000001,0.0
2020-03-20,2419,1085.4901499999996,0.0
2020-03-21,5370,2358.863449999999,0.0
2020-03-22,3006,1306.330352,0.0
2020-03-23,434,196.94476,0.0
2020-03-24,547,270.83431699999994,0.0
2020-03-25,689,317.93095000000005,0.0
2020-03-26,214,96.38136,0.0
2020-03-27,720,324.50934,0.0
2020-03-28,825,387.54289,0.0
2020-03-29,534,242.03531999999998,0.0
2020-03-30,139,57.457679999999996,0.0
2020-03-31,493,232.63239999999996,0.0
2020-04-01,324,149.28868000000003,0.0
2020-04-02,7211,3931.3838600000004,0.0
2020-04-03,2162,931.18888,0.0
2020-04-04,13598,7429.1597600000005,0.0
2020-04-05,383,167.08927,0.0
2020-04-06,5692,2690.75584,0.0
2020-04-07,4111,1910.6216999999997,0.0
2020-04-08,2855,1199.422078,0.0
2020-04-09,400,194.356,0.0
2020-04-10,882,419.9976,0.0
2020-04-11,1675,749.036454,0.0
2020-04-12,877,391.7067600000001,0.0
2020-04-13,1192,548.81855,0.0
2020-04-14,1765,767.18747,0.0
2020-04-15,25,11.6025,0.0
2020-04-16,4462,2030.1075799999999,0.0
2020-04-17,454,214.54646999999997,0.0
2020-04-19,714,334.20444000000003,0.0
2020-04-20,916,405.21325,0.0
2020-04-21,431,185.729802,0.0
2020-04-22,1039,499.29904000000005,0.0
2020-04-23,357,168.46941999999996,0.0
2020-04-24,534,251.04738,0.0
2020-04-25,5089,2177.3683499999993,0.0
2020-04-26,354,166.34615,0.0
2020-04-27,1201,583.7654409999999,0.0
2020-04-28,302,138.98051999999996,0.0
2020-04-29,56,26.02199,0.0
2020-04-30,165,73.18852000000001,0.0
2020-05-01,2772,1213.5827399999998,0.0
2020-05-02,5488,2315.047483,0.0
2020-05-03,1889,824.00308,0.0
2020-05-04,477,231.11876999999996,0.0
2020-05-05,227,102.778,0.0
2020-05-06,196,1166.5979399999999,0.0
2020-05-07,17,7.812791000000001,0.0
2020-05-08,862,406.22826999999995,0.0
2020-05-09,710,337.03747999999996,0.0
2020-05-10,205,97.47749999999999,0.0
2020-05-11,5669,2307.0488,0.0
2020-05-12,431,214.97815000000003,0.0
2020-05-13,272,126.69862,0.0
2020-05-14,9659,4246.08859,0.0
2020-05-15,758,358.0133,0.0
2020-05-16,384,188.06516899999997,0.0
2020-05-17,124,58.362535,0.0
2020-05-18,281,129.29423,0.0
2020-05-19,6216,2591.4539459999996,0.0
2020-05-20,585,283.40207999999996,0.0
2020-05-21,756,353.65889899999996,0.0
2020-05-22,560,266.41878999999994,0.0
2020-05-23,1229,584.6568199999999,0.0
2020-05-24,308,142.405791,0.0
2020-05-25,462,213.40142299999997,0.0
2020-05-26,8042,3999.736409999999,0.0
2020-05-27,5643,2546.5093,0.0
2020-05-28,671,319.507619,0.0
2020-05-29,257,129.59204,0.0
2020-05-30,2827,1291.3488399999999,0.0
2020-05-31,3149,1461.1238660000004,0.0
2020-06-01,211,100.01634,0.0
2020-06-02,642,305.37486000000007,0.0
2020-06-03,338,153.6056,0.0
2020-06-04,634,304.94021999999995,0.0
2020-06-05,1260,604.5714299999999,0.0
2020-06-06,14882,6659.8224599999985,0.0
2020-06-07,2157,950.4886300000002,0.0
2020-06-08,2583,1205.9434050000002,0.0
2020-06-09,292,129.38859,0.0
2020-06-10,438,210.15335000000002,0.0
2020-06-11,5057,2101.118152,0.0
2020-06-12,3208,1486.7767199999998,0.0
2020-06-13,9246,4149.82826,0.0
2020-06-14,799,369.91734399999996,0.0
2020-06-15,2371,995.392528,0.0
2020-06-16,2359,1110.55834,0.0
2020-06-17,2109,963.67851,0.0
2020-06-18,3976,1734.6336000000001,0.0
2020-06-19,3882,1717.88357,0.0
2020-06-20,2678,1211.2540360000005,0.0
2020-06-21,5404,2483.8870889999994,2706.0199999999995
2020-06-22,1522,703.7074599999999,78.51
2020-06-23,7183,3731.706769999998,3304.13
2020-06-24,8647,3887.855538999999,2069.77
2020-06-25,12028,5410.005427,3898.9800000000005
2020-06-26,10444,4722.9758619999975,2839.16
2020-06-27,2990,1437.9566900000002,560.1700000000001
2020-06-28,3311,1416.313363,0.0
2020-06-29,11781,5051.578089999999,0.0
2020-06-30,21323,10513.788371000017,6175.59
2020-07-01,12847,5602.94788,3907.39
2020-07-02,14857,7243.301080999999,4503.7
2020-07-03,14412,5129.518088999999,4057.54
2020-07-04,6907,3120.0658319999984,3074.3
2020-07-05,1773,737.19344,75.45
2020-07-06,10532,4304.074637,0.0
2020-07-07,7609,3288.77249,0.0
2020-07-08,8521,3632.8744300000003,0.0
2020-07-09,18003,7412.512659999999,0.0
2020-07-10,8218,3270.4255299999995,0.0
2020-07-11,1541,620.60075,0.0
2020-07-12,1086,491.19017999999994,0.0
2020-07-13,2663,1186.94282,0.0
2020-07-14,7944,3390.9588500000013,0.0
2020-07-15,16771,8392.270021999997,3358.6900000000005
2020-07-16,5501,2367.313599999999,0.0
2020-07-17,8655,3473.89949,0.0
2020-07-18,4690,1787.5794300000005,0.0
2020-07-19,2439,1109.1520919999998,0.0
2020-07-20,1321,548.28918,0.0
2020-07-21,6573,2935.410900999999,0.0
2020-07-22,7355,3323.542440000001,1947.4199999999998
2020-07-23,2958,1242.7336190000003,0.0
2020-07-24,3908,1606.37156,0.0
2020-07-25,7231,3126.0482699999993,0.0
2020-07-26,1192,482.339003,0.0
2020-07-27,7903,3298.8096199999995,0.0
2020-07-28,7467,3118.4078199999994,0.0
2020-07-29,7537,3211.273020999999,0.0
2020-07-30,2663,1127.6087510000002,0.0
2020-07-31,7124,3158.3773699999992,0.0
2020-08-01,1968,851.41236,0.0
2020-08-02,2037,845.236363,0.0
2020-08-03,2460,1058.8535,0.0
2020-08-04,3191,1408.2050299999999,0.0
2020-08-05,6209,2582.2136099999993,0.0
2020-08-06,3407,1483.96374,0.0
2020-08-07,6772,3178.0930500000004,0.0
2020-08-08,7652,3457.1057300000007,0.0
2020-08-09,3763,1674.9314899999997,0.0
2020-08-10,8348,3668.3104829999997,0.0
2020-08-11,4776,1977.98522,0.0
2020-08-12,7145,2961.56879,0.0
2020-08-13,3588,1561.8552300000003,0.0
2020-08-14,1148,487.13831,0.0
2020-08-16,100,43.077355,0.0
2020-08-17,5166,2102.4734600000006,0.0
2020-08-18,1733,751.4807500000001,0.0
2020-08-19,12489,5444.227,0.0
2020-08-20,8756,3741.5991400000003,0.0
2020-08-21,18773,7539.509259999999,0.0
2020-08-22,3337,1521.21479,0.0
2020-08-23,2285,1012.716705,0.0
2020-08-24,9478,3758.84992,0.0
2020-08-25,156,67.60040000000001,0.0
2020-08-26,2420,1011.9605000000003,0.0
2020-08-27,2422,1767.1368129999996,0.0
2020-08-28,3157,1793.7413099999999,0.0
2020-08-29,1227,538.2612020000001,0.0
2020-08-30,5855,3596.219690000001,0.0
2020-08-31,4680,2912.6564699999994,0.0
2020-09-01,3560,1475.6396399999999,14.2
2020-09-02,4889,2684.218676,3043.86
2020-09-03,5897,3185.4248039999998,4691.67
2020-09-04,9783,4009.9252319999973,2805.75
2020-09-05,11439,4993.3262719999975,3399.7000000000003
2020-09-06,6991,3534.4231610000006,533.8000000000001
2020-09-07,2987,1374.8664409999997,1668.8999999999999
2020-09-08,4488,1931.9009999999998,0.0
2020-09-09,7276,2971.4637500000003,90.21000000000001
2020-09-10,21544,8889.70912,5417.039999999999
2020-09-11,21181,9462.224996000004,5764.62
2020-09-12,33239,14812.025352000004,6358.03
2020-09-13,16808,7337.289027,4430.13
2020-09-14,9098,4120.614530000002,2290.22
2020-09-15,19525,8159.274290300003,6326.3099999999995
2020-09-16,4255,1816.7337300000002,8.48
2020-09-17,30792,13622.785765999997,7996.620000000001
2020-09-18,24010,9514.954575000003,6886.67
2020-09-19,31277,13743.571140000004,3835.7400000000002
2020-09-20,23168,10296.317854999996,5976.369999999999
2020-09-21,8572,3693.8295910000006,1613.25
2020-09-22,12736,5738.8929899999985,1896.12
2020-09-23,8586,3832.119255000001,2246.14
2020-09-24,5002,2080.84592,99.78
2020-09-25,22576,10034.170674000005,5601.41
2020-09-26,32616,14561.130550000005,7386.91
2020-09-27,13990,5492.60355,2119.33
2020-09-28,11522,6629.381024,3800.02
2020-09-29,11513,5138.264026,3070.17
2020-09-30,12675,7972.235129999996,3390.3199999999997
2020-10-01,15928,6985.819173000004,4209.99
2020-10-02,13372,12677.378610000002,125.13
2020-10-03,26846,11294.31075500001,5853.110000000001
2020-10-04,5746,2493.8828399999993,167.3
2020-10-05,9131,4023.6978910000007,3089.35
2020-10-06,9946,4490.4059499999985,3098.2799999999997
2020-10-07,6417,2816.162016,1676.5100000000002
2020-10-08,21611,8788.807202999997,6286.26
2020-10-09,29340,12393.992503,7886.11
2020-10-10,18702,7579.365849999996,6017.960000000001
2020-10-11,8319,3632.1558900000005,107.42000000000002
2020-10-12,20544,9056.366225,6130.51
2020-10-13,7725,3388.044618000001,2246.81
2020-10-14,4393,2014.1535399999996,79.74000000000001
2020-10-15,14407,6363.494784000001,3718.93
2020-10-16,6473,2823.2050299999996,698.17
2020-10-17,20637,8604.88222,6220.57
2020-10-18,21887,9042.985288000003,5284.66
2020-10-19,6298,2840.3487400000004,2022.64
2020-10-20,6370,2796.509695999999,1412.0
2020-10-21,12638,5584.7300909999985,2913.67
2020-10-22,8332,3546.7882619999996,0.0
2020-10-23,11171,5047.0775650000005,3223.7799999999997
2020-10-24,25981,11432.275515999996,6754.91
2020-10-25,9626,4319.829666000001,2592.0499999999997
2020-10-26,12271,5442.4669109999995,3603.18
2020-10-27,14089,6555.614902000004,5129.349999999999
2020-10-28,5731,2443.129966,1073.88
2020-10-29,7798,3413.494403,3436.15
2020-10-30,7245,3335.9827220000006,0.0
2020-10-31,12857,5385.1056309999985,0.0
2020-11-01,12499,5510.2724,1923.65
2020-11-02,4291,1916.08118,0.0
2020-11-03,3887,1772.56237,0.0
2020-11-04,2955,1383.4574200000002,0.0
2020-11-05,6341,2701.5396100000003,0.0
2020-11-06,7290,3266.1008899999997,0.0
2020-11-07,9125,4012.5013500000005,0.0
2020-11-08,9385,4135.128137999999,2168.7200000000003
2020-11-09,7525,3421.1194899999996,2498.5
2020-11-10,4944,2165.930628,3144.64
2020-11-11,3866,1606.26168,1753.95
2020-11-12,3734,1655.5467899999999,0.0
2020-11-13,6111,2774.1926000000003,0.0
2020-11-14,12011,5530.922976999998,0.0
2020-11-15,3987,1901.5991239999998,0.0
2020-11-16,10582,5069.417812,0.0
2020-11-17,1841,802.3861600000001,0.0
2020-11-18,443,209.33189000000002,0.0
2020-11-19,507,240.33625,0.0
2020-11-20,6451,2874.5992710000005,0.0
2020-11-21,5924,2461.1779599999995,0.0
2020-11-22,5694,2412.3306979999993,0.0
2020-11-23,1558,697.7911,0.0
2020-11-24,8222,3610.189091999999,2386.57
2020-11-25,2204,974.1207230000001,72.17
2020-11-26,4492,1985.1575010000001,1765.3700000000001
2020-11-27,6101,2722.5299699999996,0.0
2020-11-28,11659,5307.601344999998,0.0
2020-11-29,5442,2260.45421,0.0
2020-11-30,1835,785.82417,0.0
2020-12-01,664,301.29070499999995,0.0
2020-12-02,3312,1456.64226,0.0
2020-12-03,9917,8777.66716,0.0
2020-12-04,1622,716.0194,0.0
2020-12-05,2079,877.3084799999999,0.0
2020-12-06,2319,990.042135,0.0
2020-12-07,1451,666.5995200000001,0.0
2020-12-08,1578,690.2662,0.0
2020-12-09,429,192.39878599999997,0.0
2020-12-10,1191,1264.9943,0.0
2020-12-11,1959,838.4674699999998,0.0
2020-12-12,1405,623.86133,0.0
2020-12-13,6127,2454.5960769999992,0.0
2020-12-14,1901,881.2000500000001,758.194
2020-12-15,1437,1350.8403199999998,238.79000000000002
2020-12-16,1519,688.7301829999999,0.0
2020-12-17,3087,1207.6053000000002,0.0
2020-12-18,2852,2417.31641,35.99
2020-12-19,8268,3447.68024,625.1
2020-12-20,1495,659.811917,182.64
2020-12-21,3486,1600.456268,0.0
2020-12-22,2171,944.65383,0.0
2020-12-23,4083,1855.6674899999998,0.0
2020-12-24,2166,980.1245430000004,1933.58
2020-12-25,2948,1311.7897659999999,2114.4
2020-12-26,3886,1681.7020869999994,0.0
2020-12-27,5831,3088.04975,0.0
2020-12-28,2057,930.84235,0.0
2020-12-29,1709,789.66955,0.0
2020-12-30,3326,1467.21303,0.0
2020-12-31,2074,936.8555200000001,0.0
2021-01-01,4272,1828.1091299999996,0.0
2021-01-02,2602,1912.3571500000003,0.0
2021-01-03,2567,1121.7735100000002,0.0
2021-01-04,1975,892.72299,0.0
2021-01-05,637,283.21295,0.0
2021-01-06,1706,735.2668200000002,0.0
2021-01-07,2272,2855.01749,0.0
2021-01-08,1469,1586.15345,0.0
2021-01-09,3707,1684.4304800000007,0.0
2021-01-10,2690,1198.357827,0.0
2021-01-11,2501,1104.2178999999999,0.0
2021-01-12,2272,1044.4736199999998,0.0
2021-01-13,3982,1705.63008,0.6
2021-01-14,8054,3802.769221,4364.030000000001
2021-01-15,8776,4588.820766000003,3996.59
2021-01-16,9671,4438.308969999999,4180.72
2021-01-17,2080,1739.9383630000002,436.24
2021-01-18,9844,4500.827572,3740.0
2021-01-19,3651,1604.0771600000003,66.11
2021-01-20,11135,4627.413429999999,0.0
2021-01-21,4239,1835.4342400000003,0.0
2021-01-22,5982,2627.9778600000004,0.0
2021-01-23,6493,2723.55758,0.0
2021-01-24,59,23.43118,0.0
2021-01-25,971,425.94216,0.0
2021-01-26,3120,1361.98769,0.0
2021-01-27,1768,771.6779070000002,0.0
2021-01-28,2074,895.07428,0.0
2021-01-29,4978,2243.40709,0.0
2021-01-30,1634,694.2055340000002,0.0
2021-01-31,1422,592.26619,0.0
2021-02-01,15,6.85822,0.0
2021-02-02,2825,1289.4365000000003,0.0
2021-02-03,3114,1344.3959899999998,0.0
2021-02-04,1882,781.16288,0.0
2021-02-05,3882,1691.616875,1632.2800000000002
2021-02-06,4342,1921.2343599999997,808.74
2021-02-07,3258,1483.7803900000001,582.6700000000001
2021-02-08,6401,2903.5987700000014,799.1800000000001
2021-02-09,11310,5153.896340999999,3815.8999999999996
2021-02-10,2448,1124.816683,687.6800000000001
2021-02-11,3183,1448.4452400000005,0.0
2021-02-12,4998,2221.39391,0.0
2021-02-13,8499,3864.32035,0.0
2021-02-14,2196,975.4178049999998,659.22
2021-02-15,4920,2181.9346,902.38
2021-02-16,7414,3467.5749299999984,1778.29
2021-02-17,1558,720.0671200000002,0.0
2021-02-18,2286,994.55737,0.0
2021-02-19,9371,4212.299440000001,0.0
2021-02-20,4375,1938.3397199999995,0.0
2021-02-21,5380,2430.6363400000005,0.0
2021-02-22,3119,1363.1501700000001,0.0
2021-02-23,4041,1858.6911899999998,0.0
2021-02-24,2140,910.5684,0.0
2021-02-25,1031,424.01915299999996,0.0
2021-02-26,2196,926.5769399999999,0.0
2021-02-27,4786,2111.77633,1069.8999999999999
2021-02-28,3042,1361.7883629999994,870.2800000000001
2021-03-01,2314,985.3804399999999,43.7
2021-03-02,8796,4178.434504000002,3314.09
2021-03-03,5272,2265.526942,747.59
2021-03-04,1146,479.12539,0.0
2021-03-05,2362,976.02891,0.0
2021-03-06,1014,420.53367999999995,0.0
2021-03-07,1882,798.78075,0.0
2021-03-08,460,182.58439,0.0
2021-03-09,1519,687.5006000000001,0.0
2021-03-10,1667,701.3678600000001,0.0
2021-03-11,897,364.98312999999996,0.0
2021-03-12,6888,2980.4384600000003,0.0
2021-03-13,705,290.26196,0.0
2021-03-14,710,292.601176,0.0
2021-03-15,335,145.40731,0.0
2021-03-16,1130,531.8991599999999,0.0
2021-03-17,1104,522.57391,0.0
2021-03-18,573,244.74518099999997,0.0
2021-03-19,1748,723.288291,0.0
2021-03-20,17054,7354.931699999997,0.0
2021-03-21,1049,448.68487000000005,0.0
2021-03-22,6565,2831.7631199999996,0.0
2021-03-23,4634,2048.76834,0.0
2021-03-24,4600,1892.3050699999997,0.0
2021-03-25,3504,1555.4131400000003,0.0
2021-03-26,4623,2059.091000000001,0.0
2021-03-27,8395,3441.1941799999995,0.0
2021-03-28,4059,1663.719638,0.0
2021-03-29,1870,804.9035199999998,0.0
2021-03-30,3514,1510.7650199999998,0.0
2021-03-31,2662,1128.86848,0.0
2021-04-01,2575,1124.761547,0.0
2021-04-02,8138,3333.6342699999996,0.0
2021-04-03,3707,1565.6818,0.0
2021-04-04,1012,431.96434999999997,0.0
2021-04-05,2004,869.29803,0.0
2021-04-06,3305,1444.9513799999997,0.0
2021-04-07,375,171.04677999999998,0.0
2021-04-08,400,173.47757399999998,0.0
2021-04-09,641,279.84451999999993,0.0
2021-04-10,1759,782.44093,0.0
2021-04-11,657,285.168144,0.0
2021-04-12,1106,496.2495799999999,0.0
2021-04-13,1964,911.5415,0.0
2021-04-14,2894,1375.691787,0.0
2021-04-15,828,845.3680809999997,0.0
2021-04-16,6413,2605.7225799999997,0.0
2021-04-17,60,26.09216,0.0
2021-04-18,28639,10931.030900000007,0.0
2021-04-19,7330,3349.2771720000005,2520.92
2021-04-20,11107,5085.525736000001,3786.13
2021-04-21,4441,1982.3493500000002,453.37
2021-04-22,2632,1153.17125,0.0
2021-04-23,6432,2765.4999000000003,0.0
2021-04-24,4616,2030.90209,0.0
2021-04-25,4472,1920.5354279999997,0.0
2021-04-26,4031,1733.48296,0.0
2021-04-27,4021,1726.84794,0.0
2021-04-28,5178,2340.40793,0.0
2021-04-29,3053,1332.431762,0.0
2021-04-30,5664,2541.9718869999997,0.0
2021-05-01,8714,4139.54476,0.0
2021-05-02,3578,1518.6690700000001,0.0
2021-05-03,2580,1118.44837,0.0
2021-05-04,6218,2830.85537,0.0
2021-05-05,3082,1289.198684,0.0
2021-05-06,2482,1057.9494200000001,0.0
2021-05-07,6925,2821.3130099999994,0.0
2021-05-08,6500,2760.79959,0.0
2021-05-09,4748,1995.4111899999998,0.0
2021-05-10,10569,4328.12672,0.0
2021-05-11,8392,3649.2299300000004,0.0
2021-05-12,2460,1093.7098199999996,0.0
2021-05-13,4287,1973.1253359999998,0.0
2021-05-14,21464,9685.750160000001,0.0
2021-05-15,5683,2600.398196,0.0
2021-05-16,8170,3447.52895,0.0
2021-05-17,7607,3343.333369999999,0.0
2021-05-18,4327,1852.00882,0.0
2021-05-19,16365,7023.886659999999,0.0
2021-05-20,3213,1384.7991499999998,0.0
2021-05-21,8774,4121.69232,0.0
2021-05-22,2348,1046.762557,0.0
2021-05-23,3076,1238.02158,0.0
2021-05-24,3213,1479.43267,0.0
2021-05-25,8775,4171.90115,0.0
2021-05-26,2903,1259.9054669999998,0.0
2021-05-27,3426,1522.2484299999999,0.0
2021-05-28,1891,794.47142,0.0
2021-05-29,2260,966.2267700000001,0.0
2021-05-30,1934,800.6303290000001,0.0
2021-05-31,6686,2680.26232,0.0
2021-06-01,6951,2992.71718,0.0
2021-06-02,2753,1252.3942299999999,0.0
2021-06-03,1239,523.73097,0.0
2021-06-04,3031,1348.5200499999999,0.0
2021-06-05,7862,3868.3089799999993,0.0
2021-06-06,5142,2135.038826,0.0
2021-06-07,1207,530.7677,0.0
2021-06-08,1946,845.4451300000001,0.0
2021-06-09,2577,1142.68545,0.0
2021-06-10,2170,995.1771979999997,0.0
2021-06-11,2519,1154.2563,0.0
2021-06-12,2704,1163.1495200000002,0.0
2021-06-13,2137,964.67034,0.0
2021-06-14,684,306.768882,0.0
2021-06-15,2196,965.59749,0.0
2021-06-16,6357,3043.8211599999995,0.0
2021-06-17,1064,473.76706,0.0
2021-06-18,7714,3664.08511,0.0
2021-06-19,4907,2323.6371500000005,0.0
2021-06-20,776,348.84799,0.0
2021-06-21,2153,986.4221709999999,0.0
2021-06-22,796,355.0746,0.0
2021-06-23,6564,3144.31656,0.0
2021-06-24,1683,770.61,0.0
2021-06-25,2045,923.9902400000001,0.0
2021-06-26,3253,1380.0902119999996,0.0
2021-06-27,4655,1975.8851700000002,0.0
2021-06-28,2731,1303.94137,0.0
2021-06-29,2795,1264.8688799999998,0.0
2021-06-30,2259,957.5431000000001,0.0
2021-07-01,1301,551.1505000000001,0.0
2021-07-02,2845,1294.5406900000003,0.0
2021-07-03,2332,995.2366,0.0
2021-07-04,8132,3468.465811000001,0.0
2021-07-05,1183,537.9365210000001,0.0
2021-07-06,2798,1266.6902199999997,0.0
2021-07-07,2598,1166.32731,0.0
2021-07-08,5255,2221.3036300000003,0.0
2021-07-09,4037,1808.9223709999999,0.0
2021-07-10,3150,1393.82895,0.0
2021-07-11,5997,2492.2864099999997,0.0
2021-07-12,1103,498.6563100000001,0.0
2021-07-13,1308,601.90946,0.0
2021-07-14,8471,3600.8948309999996,0.0
2021-07-15,13454,6094.285610000001,0.0
2021-07-16,10852,4725.661571000001,0.0
2021-07-17,8112,3609.8077660000004,0.0
2021-07-18,5513,2320.463940999999,0.0
2021-07-19,3798,1599.2497699999997,0.0
2021-07-20,2118,970.5838099999999,0.0
2021-07-21,3769,1626.18994,0.0
2021-07-22,1420,589.9855999999999,0.0
2021-07-23,10404,4724.63533,0.0
2021-07-24,3242,1451.7153200000002,0.0
2021-07-25,628,272.43125000000003,0.0
2021-07-26,516,228.57407,0.0
2021-07-27,700,314.94211,0.0
2021-07-28,2414,1035.07795,0.0
2021-07-29,773,329.789761,0.0
2021-07-30,5725,2488.3911,0.0
2021-07-31,2235,957.5659200000001,0.0
2021-08-01,14865,6081.094819999999,0.0
2021-08-02,1928,851.3850500000001,0.0
2021-08-03,1094,486.36705000000006,0.0
2021-08-04,3751,1656.4792400000001,0.0
2021-08-05,1044,470.44647,0.0
2021-08-06,7333,3146.9154599999997,0.0
2021-08-07,3490,1533.2488599999997,0.0
2021-08-08,2856,1244.470614,0.0
2021-08-09,2716,1189.497382,0.0
2021-08-10,1047,457.28854,0.0
2021-08-11,1690,715.83623,0.0
2021-08-12,4060,1764.7522,0.0
2021-08-13,8906,3852.627554,0.0
2021-08-14,3409,1504.2732500000002,0.0
2021-08-15,5508,2465.9291800000005,0.0
2021-08-16,1583,677.212755,0.0
2021-08-17,3240,1410.773292,0.0
2021-08-18,3196,1411.6416200000003,0.0
2021-08-19,2427,1091.067,0.0
2021-08-20,2462,1124.56205,0.0
2021-08-21,6184,2649.696670000001,0.0
2021-08-22,5742,2832.627067000001,2523.02
2021-08-23,9320,4263.263708,3862.23
2021-08-24,10254,4334.805549999998,1251.99
2021-08-25,10491,4411.594458000001,0.0
2021-08-26,5435,2346.7098799999994,0.0
2021-08-27,6728,3135.1579000000006,0.0
2021-08-28,14918,6835.076465000002,4537.7
2021-08-29,8804,3887.058737,3585.41
2021-08-30,8381,3820.221663999999,3240.8300000000004
2021-08-31,8436,3790.342005999999,3269.8599999999997
2021-09-01,17154,6334.071435999998,6333.469999999999
2021-09-02,11787,5701.285063000004,4905.62
2021-09-03,9303,4368.404969,4508.89
2021-09-04,8806,3927.4564219999993,1755.11
2021-09-05,7195,3294.9253249999997,1275.45
2021-09-06,3237,1443.50316,862.69
2021-09-07,9362,4403.924749999999,2448.53
2021-09-08,3649,1663.0776809999995,0.0
2021-09-09,4069,1915.3839900000003,0.0
2021-09-10,4532,2145.1294900000003,0.0
2021-09-11,6656,3012.4412400000006,0.0
2021-09-12,5405,2425.62324,161.32000000000002
2021-09-13,6597,3086.828811,2663.0099999999998
2021-09-14,12313,5908.867130999997,3589.4700000000003
2021-09-15,5953,2756.0174700000002,0.0
2021-09-16,5032,2266.2785339999996,0.0
2021-09-17,8658,3904.623968000001,1955.09
2021-09-18,12355,5597.5632399999995,2154.3199999999997
2021-09-19,9257,4200.5892090000025,2604.52
2021-09-20,8280,3904.949935,2812.31
2021-09-21,12912,6012.3774399999975,4001.5499999999997
2021-09-22,3517,1592.7411299999997,774.1800000000001
2021-09-23,8595,3860.737792000001,1480.13
2021-09-24,13482,6087.633831,5165.63
2021-09-25,8079,3784.9910040000022,1425.82
2021-09-26,2875,1269.9026899999997,0.0
2021-09-27,3171,1372.5671499999999,0.0
2021-09-28,12121,5566.390990000002,4967.320000000001
2021-09-29,7911,3543.4753300000007,222.51999999999998
2021-09-30,7711,3518.7164899999966,1248.99
2021-10-01,16372,7574.909640000001,5489.75
2021-10-02,7935,3707.1562510000003,0.0
2021-10-03,2939,1341.43557,0.0
2021-10-04,4007,1778.59295,0.0
2021-10-05,8047,3695.966812,2436.51
2021-10-06,9235,4189.673609999998,3273.6900000000005
2021-10-07,7659,3469.7841610000005,3511.53
2021-10-08,5611,2514.957436,1591.3
2021-10-09,9262,4195.13865,2323.87
2021-10-10,13022,5351.3533400000015,0.0
2021-10-11,1306,592.2143609999999,0.44999999999999996
2021-10-12,3615,1626.36001,765.1300000000001
2021-10-13,7006,3179.205351999999,2944.38
2021-10-14,7041,3168.1405640000016,1713.71
2021-10-15,6223,2912.160800000001,1371.8700000000001
2021-10-16,21416,9029.532327999998,5117.48
2021-10-17,7111,3185.6827000000003,2407.06
2021-10-18,11195,5085.57687,4174.5
2021-10-19,6550,3017.4077509999997,1385.94
2021-10-20,3701,1661.07451,66.92999999999999
2021-10-21,12471,5910.929511,4184.68
