Date,Step-Count,Distance (m),Calories-Burned-(calx10)
2023-11-17,7516,3410.29042,3392.05
2023-11-18,15216,7045.65131,5311.61
2023-11-19,14338,6230.6246187,4743.93
2023-11-20,7178,3305.960423,3703.14
2023-11-21,12962,5741.21413,3120.08
2023-11-22,7315,3336.686901,4875.9
2023-11-23,14659,6455.35069,5403.37
2023-11-24,13400,5811.475485,1922.39
2023-11-25,15022,6633.66502,3146.28
2023-11-26,8238,3633.20224,1845.85
2023-11-27,329,141.33313,0
2023-11-28,17584,7920.591613,6398.82
2023-11-29,16371,7340.295869,5230.36
2023-11-30,8761,4052.768183,4912.41
2023-12-01,15155,6670.43194,4102.54
2023-12-02,21824,9742.439124,5553.1
2023-12-03,14902,6573.268861,3725.24
2023-12-04,8014,3701.56654,4775.99
2023-12-05,24296,10870.3351010058,8216.1
2023-12-06,3454,1579.687328,1971.35
2023-12-07,9816,4429.501315,4608.73
2023-12-08,9155,4194.898641,4700.43
2023-12-09,13554,6085.302817,1053.3
2023-12-10,6516,3111.99774,0
2023-12-11,1820,776.26686,0
2023-12-12,9831,4314.02934,0
2023-12-13,4180,1775.70478,0
2023-12-14,2070,914.531461,1562.14
2023-12-15,16556,7580.1779,4257.49
2023-12-16,17070,7699.331313,5063.91
2023-12-17,18193,8138.396341,4687.33
2023-12-18,4858,2166.60417,1237.89
2023-12-19,15571,7015.771536,4001.79
2023-12-20,18638,8388.09172,5895.63
2023-12-21,4574,1983.13878,2124.55
2023-12-22,13297,5777.232031,3627.68
2023-12-23,46248,20616.653773,10702.8
2023-12-24,12640,5648.587679,4773.84
2023-12-25,3194,1330.64457,341.34
2023-12-26,2449,1051.91603,0
2023-12-27,16026,7304.742199,5600.31
2023-12-28,13098,5984.16177,6076.31
2023-12-29,51471,23810.73525,13779.7
2023-12-30,47380,21140.88084,9873.21
2023-12-31,13522,5612.657828,1852.2
2024-01-01,9693,4200.778869,2318.83
2024-01-02,15818,7002.64463,3402.81
2024-01-03,14653,6550.362747,3795.11
2024-01-04,754,321.57246,16.49
2024-01-05,53238,9086.944157,5746.4
2024-01-06,22413,9977.3824,5030.19
2024-01-07,26693,11794.166409,5028.13
2024-01-08,3317,1614.1616,916.63
2024-01-09,9850,5668.70291,3966.02
2024-01-10,17436,7929.87639,5804.48
2024-01-11,5005,2185.37664,1596.2
2024-01-12,11968,5427.890233,3334.89
2024-01-13,12344,5493.3224,4395.89
2024-01-14,22105,9769.165417,6399.2
2024-01-15,8467,4457.66303,3681.65
2024-01-16,22212,9851.92973,6814.33
2024-01-17,16617,7434.014164,4841.12
2024-01-18,19234,8434.01711899999,5974.58
2024-01-19,6301,2841.765562,3841.89
2024-01-20,22502,9970.84549,6431.5
2024-01-21,24837,10859.28668,6897.11
2024-01-22,19724,8659.60601,5564.79
2024-01-23,7408,3358.17229,4444.66
2024-01-24,10206,4560.10798,4822.88
2024-01-25,20529,8857.66481,5473.45
2024-01-26,12591,5926.629702,5253.6
2024-01-27,23512,10285.90308,7024.89
2024-01-28,26623,12123.356521,7109.67
2024-01-29,23287,10259.354,6927.8
2024-01-30,8721,3998.168076,1968.13
2024-01-31,3504,1584.852478,2336.36
2024-02-01,20151,8929.35418,5296.51
2024-02-02,7560,3444.396786,4233.82
2024-02-03,23526,10339.43974,7322.96
2024-02-04,26675,11698.41617,7878.58
2024-02-05,15393,6810.84062,5138.29
2024-02-06,10987,5019.04341,5773.76
2024-02-07,7047,3192.931949,4095.91
2024-02-08,5292,2315.44333,1263.69
2024-02-09,11364,5297.132453,5524.15
2024-02-10,18977,8350.475386,5258.68
2024-02-11,22689,10237.481241,7528.57
2024-02-12,5155,2327.70282,2896.25
2024-02-13,5321,2395.348592,2371.74
2024-02-14,6034,2758.881777,2470.58
2024-02-15,3008,1343.158839,1492.52
2024-02-16,11564,5501.458899,6185.01
2024-02-17,13745,5683.063698,2180.19
2024-02-18,20875,9952.15738,4516.56
2024-02-19,12178,5485.44436,2662.53
2024-02-20,1670,712.85888,0
